date,location,admission_count,disease_type,age_group,created_at,data_type,total_beds,icu_beds,available_beds
2024-02-06,Ho Chi Minh City,6.0,Diabetes,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-06,Ho Chi Minh City,3.0,Diabetes,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-06,Ho Chi Minh City,2.0,Diabetes,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-06,Ho Chi Minh City,3.0,Dengue Fever,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-06,Ho Chi Minh City,4.0,Dengue Fever,19-30,2025-08-26T12:35:24.740934,admissions,,,
2024-02-06,Ho Chi Minh City,5.0,Dengue Fever,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-06,Ho Chi Minh City,2.0,Dengue Fever,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-06,Ho Chi Minh City,1.0,Dengue Fever,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-06,Ho Chi Minh City,16.0,Others,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-06,Ho Chi Minh City,20.0,Others,19-30,2025-08-26T12:35:24.740934,admissions,,,
2024-02-06,Ho Chi Minh City,24.0,Others,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-06,Ho Chi Minh City,12.0,Others,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-06,Ho Chi Minh City,8.0,Others,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,9.0,COVID-19,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,11.0,COVID-19,19-30,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,14.0,COVID-19,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,7.0,COVID-19,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,11.0,COVID-19,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,46.0,Flu,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,38.0,Flu,19-30,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,46.0,Flu,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,23.0,Flu,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,30.0,Flu,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,8.0,Pneumonia,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,10.0,Pneumonia,19-30,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,12.0,Pneumonia,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,6.0,Pneumonia,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,4.0,Pneumonia,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,7.0,Heart Disease,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,9.0,Heart Disease,19-30,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,11.0,Heart Disease,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,11.0,Heart Disease,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,12.0,Heart Disease,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,5.0,Diabetes,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,6.0,Diabetes,19-30,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,8.0,Diabetes,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,4.0,Diabetes,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,2.0,Diabetes,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,4.0,Dengue Fever,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,5.0,Dengue Fever,19-30,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,6.0,Dengue Fever,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,3.0,Dengue Fever,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,2.0,Dengue Fever,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,20.0,Others,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,25.0,Others,19-30,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,30.0,Others,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,15.0,Others,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-07,Ho Chi Minh City,10.0,Others,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,12.0,COVID-19,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,15.0,COVID-19,19-30,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,18.0,COVID-19,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,9.0,COVID-19,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,15.0,COVID-19,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,45.0,Flu,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,38.0,Flu,19-30,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,45.0,Flu,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,22.0,Flu,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,30.0,Flu,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,11.0,Pneumonia,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,14.0,Pneumonia,19-30,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,17.0,Pneumonia,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,8.0,Pneumonia,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,5.0,Pneumonia,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,6.0,Heart Disease,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,7.0,Heart Disease,19-30,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,9.0,Heart Disease,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,9.0,Heart Disease,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,10.0,Heart Disease,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,7.0,Diabetes,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,8.0,Diabetes,19-30,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,10.0,Diabetes,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,5.0,Diabetes,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,3.0,Diabetes,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,3.0,Dengue Fever,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,4.0,Dengue Fever,19-30,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,5.0,Dengue Fever,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,2.0,Dengue Fever,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,1.0,Dengue Fever,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,11.0,Others,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,14.0,Others,19-30,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,17.0,Others,31-50,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,8.0,Others,51-65,2025-08-26T12:35:24.740934,admissions,,,
2024-02-08,Ho Chi Minh City,5.0,Others,65+,2025-08-26T12:35:24.740934,admissions,,,
2024-02-09,Ho Chi Minh City,9.0,COVID-19,0-18,2025-08-26T12:35:24.740934,admissions,,,
2024-02-09,Ho Chi Minh City,11.0,COVID-19,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,13.0,COVID-19,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,6.0,COVID-19,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,11.0,COVID-19,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,41.0,Flu,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,34.0,Flu,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,41.0,Flu,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,20.0,Flu,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,27.0,Flu,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,4.0,Pneumonia,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,5.0,Pneumonia,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,6.0,Pneumonia,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,3.0,Pneumonia,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,2.0,Pneumonia,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,8.0,Heart Disease,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,10.0,Heart Disease,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,12.0,Heart Disease,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,12.0,Heart Disease,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,15.0,Heart Disease,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,3.0,Diabetes,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,4.0,Diabetes,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,5.0,Diabetes,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,2.0,Diabetes,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,1.0,Diabetes,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,2.0,Dengue Fever,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,3.0,Dengue Fever,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,4.0,Dengue Fever,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,2.0,Dengue Fever,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,1.0,Dengue Fever,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,21.0,Others,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,26.0,Others,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,32.0,Others,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,16.0,Others,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-09,Ho Chi Minh City,10.0,Others,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,10.0,COVID-19,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,13.0,COVID-19,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,15.0,COVID-19,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,7.0,COVID-19,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,13.0,COVID-19,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,20.0,Flu,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,17.0,Flu,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,20.0,Flu,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,10.0,Flu,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,13.0,Flu,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,5.0,Pneumonia,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,7.0,Pneumonia,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,8.0,Pneumonia,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,4.0,Pneumonia,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,2.0,Pneumonia,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,5.0,Heart Disease,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,6.0,Heart Disease,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,7.0,Heart Disease,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,7.0,Heart Disease,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,8.0,Heart Disease,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,3.0,Diabetes,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,4.0,Diabetes,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,5.0,Diabetes,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,2.0,Diabetes,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,1.0,Diabetes,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,1.0,Dengue Fever,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,1.0,Dengue Fever,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,1.0,Dengue Fever,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,12.0,Others,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,15.0,Others,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,18.0,Others,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,9.0,Others,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-10,Ho Chi Minh City,6.0,Others,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,7.0,COVID-19,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,9.0,COVID-19,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,10.0,COVID-19,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,5.0,COVID-19,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,9.0,COVID-19,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,23.0,Flu,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,19.0,Flu,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,23.0,Flu,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,11.0,Flu,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,15.0,Flu,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,4.0,Pneumonia,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,5.0,Pneumonia,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,6.0,Pneumonia,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,3.0,Pneumonia,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,2.0,Pneumonia,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,7.0,Heart Disease,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,9.0,Heart Disease,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,10.0,Heart Disease,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,10.0,Heart Disease,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,12.0,Heart Disease,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,3.0,Diabetes,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,4.0,Diabetes,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,5.0,Diabetes,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,2.0,Diabetes,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,1.0,Diabetes,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,2.0,Dengue Fever,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,3.0,Dengue Fever,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,4.0,Dengue Fever,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,2.0,Dengue Fever,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,1.0,Dengue Fever,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,15.0,Others,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,18.0,Others,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,22.0,Others,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,11.0,Others,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-11,Ho Chi Minh City,7.0,Others,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,8.0,COVID-19,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,10.0,COVID-19,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,12.0,COVID-19,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,6.0,COVID-19,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,10.0,COVID-19,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,48.0,Flu,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,40.0,Flu,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,48.0,Flu,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,24.0,Flu,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,32.0,Flu,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,8.0,Pneumonia,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,11.0,Pneumonia,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,13.0,Pneumonia,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,6.0,Pneumonia,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,4.0,Pneumonia,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,8.0,Heart Disease,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,10.0,Heart Disease,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,12.0,Heart Disease,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,12.0,Heart Disease,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,14.0,Heart Disease,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,5.0,Diabetes,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,7.0,Diabetes,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,8.0,Diabetes,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,4.0,Diabetes,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,2.0,Diabetes,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,2.0,Dengue Fever,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,3.0,Dengue Fever,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,3.0,Dengue Fever,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,1.0,Dengue Fever,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,1.0,Dengue Fever,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,16.0,Others,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,21.0,Others,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,25.0,Others,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,12.0,Others,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-12,Ho Chi Minh City,8.0,Others,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,12.0,COVID-19,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,16.0,COVID-19,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,19.0,COVID-19,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,9.0,COVID-19,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,16.0,COVID-19,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,49.0,Flu,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,41.0,Flu,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,49.0,Flu,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,24.0,Flu,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,33.0,Flu,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,8.0,Pneumonia,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,10.0,Pneumonia,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,12.0,Pneumonia,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,6.0,Pneumonia,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,4.0,Pneumonia,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,8.0,Heart Disease,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,10.0,Heart Disease,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,12.0,Heart Disease,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,12.0,Heart Disease,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,15.0,Heart Disease,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,4.0,Diabetes,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,5.0,Diabetes,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,6.0,Diabetes,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,3.0,Diabetes,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,2.0,Diabetes,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,3.0,Dengue Fever,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,4.0,Dengue Fever,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,5.0,Dengue Fever,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,2.0,Dengue Fever,51-65,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,1.0,Dengue Fever,65+,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,16.0,Others,0-18,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,20.0,Others,19-30,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,24.0,Others,31-50,2025-08-26T12:35:24.741934,admissions,,,
2024-02-13,Ho Chi Minh City,12.0,Others,51-65,2025-08-26T12:35:24.741934,admissions,,,
